caldt,vwretx
6/16/2020,0.01893
6/17/2020,-0.003646
6/18/2020,0.000772
6/19/2020,-0.005465
6/22/2020,0.006542
6/23/2020,0.004309
6/24/2020,-0.025574
6/25/2020,0.010876
6/26/2020,-0.024296
6/29/2020,0.014615
6/30/2020,0.015266
7/1/2020,0.005233
7/2/2020,0.004506
7/6/2020,0.016064
7/7/2020,-0.010451
7/8/2020,0.007797
7/9/2020,-0.005201
7/10/2020,0.010596
7/13/2020,-0.00953
7/14/2020,0.013163
7/15/2020,0.008918
7/16/2020,-0.003384
7/17/2020,0.002641
7/20/2020,0.008785
7/21/2020,0.001609
7/22/2020,0.005568
7/23/2020,-0.012492
7/24/2020,-0.006059
7/27/2020,0.00741
7/28/2020,-0.006565
7/29/2020,0.012315
7/30/2020,-0.003731
7/31/2020,0.007786
8/3/2020,0.006809
8/4/2020,0.003774
8/5/2020,0.006357
8/6/2020,0.006383
8/7/2020,0.00064
8/10/2020,0.002829
8/11/2020,-0.008025
8/12/2020,0.013963
8/13/2020,-0.001928
8/14/2020,-0.000123
8/17/2020,0.002915
8/18/2020,0.002553
8/19/2020,-0.004516
8/20/2020,0.003077
8/21/2020,0.003448
8/24/2020,0.009998
8/25/2020,0.003512
8/26/2020,0.010166
8/27/2020,0.001778
8/28/2020,0.006833
8/31/2020,-0.002127
9/1/2020,0.007933
9/2/2020,0.015251
9/3/2020,-0.03514
9/4/2020,-0.008178
9/8/2020,-0.027962
9/9/2020,0.020183
9/10/2020,-0.017626
9/11/2020,0.000354
9/14/2020,0.01267
9/15/2020,0.005333
9/16/2020,-0.004788
9/17/2020,-0.008481
9/18/2020,-0.011355
9/21/2020,-0.011305
9/22/2020,0.010814
9/23/2020,-0.023895
9/24/2020,0.003103
9/25/2020,0.016003
9/28/2020,0.016099
9/29/2020,-0.00486
9/30/2020,0.008227
10/1/2020,0.005589
10/2/2020,-0.009764
10/5/2020,0.017956
10/6/2020,-0.014112
10/7/2020,0.017361
10/8/2020,0.007963
10/9/2020,0.008977
10/12/2020,0.016701
10/13/2020,-0.00613
10/14/2020,-0.006841
10/15/2020,-0.001555
10/16/2020,-0.000102
10/19/2020,-0.016384
10/20/2020,0.004793
10/21/2020,-0.002277
10/22/2020,0.005169
10/23/2020,0.00348
10/26/2020,-0.018401
10/27/2020,-0.002829
10/28/2020,-0.035199
10/29/2020,0.01189
10/30/2020,-0.012335
11/2/2020,0.012163
11/3/2020,0.017784
11/4/2020,0.022216
11/5/2020,0.01945
11/6/2020,-0.000144
11/9/2020,0.01172
11/10/2020,-0.001589
11/11/2020,0.0079
11/12/2020,-0.009881
11/13/2020,0.013664
11/16/2020,0.011497
11/17/2020,-0.00475
11/18/2020,-0.011454
11/19/2020,0.00415
11/20/2020,-0.006839
11/23/2020,0.005483
11/24/2020,0.016057
11/25/2020,-0.001432
11/27/2020,0.002464
11/30/2020,-0.004503
12/1/2020,0.011161
12/2/2020,0.001647
12/3/2020,-0.000657
12/4/2020,0.008707
12/7/2020,-0.001937
12/8/2020,0.002814
12/9/2020,-0.00809
12/10/2020,-0.001306
12/11/2020,-0.001245
12/14/2020,-0.00428
12/15/2020,0.012945
12/16/2020,0.001943
12/17/2020,0.005682
12/18/2020,-0.003434
12/21/2020,-0.004057
12/22/2020,-0.002061
12/23/2020,0.000714
12/24/2020,0.00352
12/28/2020,0.008919
12/29/2020,-0.002235
12/30/2020,0.001373
12/31/2020,0.006299
1/4/2021,-0.014508
1/5/2021,0.006972
1/6/2021,0.005622
1/7/2021,0.014964
1/8/2021,0.005805
1/11/2021,-0.006926
1/12/2021,0.000608
1/13/2021,0.002184
1/14/2021,-0.003948
1/15/2021,-0.007251
1/19/2021,0.008079
1/20/2021,0.014158
1/21/2021,0.000367
1/22/2021,-0.002853
1/25/2021,0.003733
1/26/2021,-0.00128
1/27/2021,-0.025728
1/28/2021,0.009316
1/29/2021,-0.019512
2/1/2021,0.016281
2/2/2021,0.014093
2/3/2021,0.000777
2/4/2021,0.010879
2/5/2021,0.003937
2/8/2021,0.007258
2/9/2021,-0.001313
2/10/2021,-0.00072
2/11/2021,0.001553
2/12/2021,0.004717
2/16/2021,-0.000721
2/17/2021,-0.000211
2/18/2021,-0.004667
2/19/2021,-0.00198
2/22/2021,-0.008016
2/23/2021,0.001201
2/24/2021,0.011292
2/25/2021,-0.024547
2/26/2021,-0.004737
3/1/2021,0.023823
3/2/2021,-0.008146
3/3/2021,-0.013279
3/4/2021,-0.01334
3/5/2021,0.019305
3/8/2021,-0.005553
3/9/2021,0.014608
3/10/2021,0.006053
3/11/2021,0.01035
3/12/2021,0.001071
3/15/2021,0.006461
3/16/2021,-0.001702
3/17/2021,0.002974
3/18/2021,-0.015083
3/19/2021,-0.000464
3/22/2021,0.007041
3/23/2021,-0.007559
3/24/2021,-0.005694
3/25/2021,0.005336
3/26/2021,0.01613
3/29/2021,-0.000798
3/30/2021,-0.002971
3/31/2021,0.003765
4/1/2021,0.011755
4/5/2021,0.014716
4/6/2021,-0.000858
4/7/2021,0.001372
4/8/2021,0.004345
4/9/2021,0.007645
4/12/2021,-0.000067
4/13/2021,0.003534
4/14/2021,-0.004275
4/15/2021,0.011048
4/16/2021,0.003581
4/19/2021,-0.005326
4/20/2021,-0.006757
4/21/2021,0.00931
4/22/2021,-0.009314
4/23/2021,0.010928
4/26/2021,0.001814
4/27/2021,-0.000333
4/28/2021,-0.000725
4/29/2021,0.006712
4/30/2021,-0.006947
5/3/2021,0.002561
5/4/2021,-0.006907
5/5/2021,0.000713
5/6/2021,0.008069
5/7/2021,0.007251
5/10/2021,-0.010706
5/11/2021,-0.008586
5/12/2021,-0.021575
5/13/2021,0.012053
5/14/2021,0.015092
5/17/2021,-0.002495
5/18/2021,-0.008419
5/19/2021,-0.003006
5/20/2021,0.010629
5/21/2021,-0.000904
5/24/2021,0.009986
5/25/2021,-0.002107
5/26/2021,0.002021
5/27/2021,0.001136
5/28/2021,0.000679
6/1/2021,-0.000397
6/2/2021,0.001374
6/3/2021,-0.003766
6/4/2021,0.008916
6/7/2021,-0.000717
6/8/2021,0.00034
6/9/2021,-0.00187
6/10/2021,0.004716
6/11/2021,0.001946
6/14/2021,0.001844
6/15/2021,-0.002076
6/16/2021,-0.005406
6/17/2021,-0.000177
6/18/2021,-0.013046
6/21/2021,0.013895
6/22/2021,0.005163
6/23/2021,-0.000988
6/24/2021,0.00576
6/25/2021,0.003234
6/28/2021,0.002246
6/29/2021,0.000183
6/30/2021,0.001416
7/1/2021,0.005097
7/2/2021,0.007628
7/6/2021,-0.001767
7/7/2021,0.003333
7/8/2021,-0.008326
7/9/2021,0.011129
7/12/2021,0.00352
7/13/2021,-0.0036
7/14/2021,0.001169
7/15/2021,-0.003384
7/16/2021,-0.007496
7/19/2021,-0.015777
7/20/2021,0.015206
7/21/2021,0.008139
7/22/2021,0.001999
7/23/2021,0.009986
7/26/2021,0.002535
7/27/2021,-0.004937
7/28/2021,-0.000175
7/29/2021,0.004271
7/30/2021,-0.005707
8/2/2021,-0.001676
8/3/2021,0.008246
8/4/2021,-0.004548
8/5/2021,0.006074
8/6/2021,0.001489
8/9/2021,-0.000632
8/10/2021,0.000976
8/11/2021,0.002259
8/12/2021,0.002986
8/13/2021,0.001512
8/16/2021,0.002346
8/17/2021,-0.007075
8/18/2021,-0.010652
8/19/2021,0.00103
8/20/2021,0.008133
8/23/2021,0.008703
8/24/2021,0.001542
8/25/2021,0.002159
8/26/2021,-0.00586
8/27/2021,0.008779
8/30/2021,0.004454
8/31/2021,-0.001196
9/1/2021,0.000384
9/2/2021,0.002735
9/3/2021,-0.000246
9/7/2021,-0.003183
9/8/2021,-0.001279
9/9/2021,-0.004601
9/10/2021,-0.007845
9/13/2021,0.002142
9/14/2021,-0.005848
9/15/2021,0.008418
9/16/2021,-0.001442
9/17/2021,-0.009052
9/20/2021,-0.017073
9/21/2021,-0.000767
9/22/2021,0.009622
9/23/2021,0.012112
9/24/2021,0.001567
9/27/2021,-0.002716
9/28/2021,-0.020312
9/29/2021,0.001565
9/30/2021,-0.011924
10/1/2021,0.011272
10/4/2021,-0.012978
10/5/2021,0.010503
10/6/2021,0.004036
10/7/2021,0.008318
10/8/2021,-0.001899
10/11/2021,-0.006783
10/12/2021,-0.002256
10/13/2021,0.002992
10/14/2021,0.016899
10/15/2021,0.007595
10/18/2021,0.003602
10/19/2021,0.007337
10/20/2021,0.00359
10/21/2021,0.002985
10/22/2021,-0.001051
10/25/2021,0.005071
10/26/2021,0.001774
10/27/2021,-0.004931
10/28/2021,0.009912
10/29/2021,0.001895
11/1/2021,0.002085
11/2/2021,0.003557
11/3/2021,0.00677
11/4/2021,0.004172
11/5/2021,0.003663
11/8/2021,0.000471
11/9/2021,-0.003898
11/10/2021,-0.008046
11/11/2021,0.000478
11/12/2021,0.006969
11/15/2021,-0.000038
11/16/2021,0.003832
11/17/2021,-0.002441
11/18/2021,0.003552
11/19/2021,-0.001358
11/22/2021,-0.003153
11/23/2021,0.001454
11/24/2021,0.002295
11/26/2021,-0.02273
11/29/2021,0.013212
11/30/2021,-0.018878
12/1/2021,-0.012202
12/2/2021,0.013998
12/3/2021,-0.008584
12/6/2021,0.011643
12/7/2021,0.020701
12/8/2021,0.003057
12/9/2021,-0.007377
12/10/2021,0.009755
12/13/2021,-0.009248
12/14/2021,-0.007379
12/15/2021,0.016473
12/16/2021,-0.009019
12/17/2021,-0.010268
12/20/2021,-0.011587
12/21/2021,0.017807
12/22/2021,0.010279
12/23/2021,0.00639
12/27/2021,0.013611
12/28/2021,-0.000978
12/29/2021,0.001272
12/30/2021,-0.003045
12/31/2021,-0.00265
