,GVKEY,datadate,tic,prccd,caldt,vwretx,filing_date,year,td_count,excess_return
916020,179534,2020-11-19,V,207.57,11/19/2020,0.00415,filing date 0,2020,224,-0.00995038099762069
916067,179534,2021-01-29,V,193.25,1/29/2021,-0.019512,filing date 0,2021,222,0.004561517029665785
916129,179534,2021-04-29,V,236.86,4/29/2021,0.006712,filing date 0,2021,222,-0.0014385847963486187
916192,179534,2021-07-29,V,247.92,7/29/2021,0.004271,filing date 0,2021,222,-0.044974462587887065
916271,179534,2021-11-18,V,203.33,11/18/2021,0.003552,filing date 0,2021,222,-0.03252126557665913
917832,11115,2016-02-09,VAR,74.87,2/9/2016,-0.000764,filing date 0,2016,151,0.018750845969120578
917895,11115,2016-05-10,VAR,82.26,5/10/2016,0.012481,filing date 0,2016,151,0.005976529327674007
917958,11115,2016-08-09,VAR,94.86,8/9/2016,0.000342,filing date 0,2016,151,-0.0025073217010953552
918083,11115,2017-02-07,VAR,78.43,2/7/2017,0.000291,filing date 0,2017,227,0.0169352316932474
918146,11115,2017-05-09,VAR,96.01,5/9/2017,-0.000881,filing date 0,2017,227,0.011213211483074748
918209,11115,2017-08-08,VAR,95.88,8/8/2017,-0.002416,filing date 0,2017,227,0.02906633390340574
918286,11115,2017-11-27,VAR,109.46,11/27/2017,-0.000377,filing date 0,2017,227,0.009493865400751256
918335,11115,2018-02-07,VAR,116.92,2/7/2018,-0.004877,filing date 0,2018,227,-0.001250983873933964
918397,11115,2018-05-08,VAR,116.97,5/8/2018,-0.000229,filing date 0,2018,227,-0.011830250588340974
918460,11115,2018-08-07,VAR,113.65,8/7/2018,0.002763,filing date 0,2018,227,-0.01568924603680455
918537,11115,2018-11-26,VAR,117.39,11/26/2018,0.015547,filing date 0,2018,227,0.008585481325690258
918584,11115,2019-02-05,VAR,132.93,2/5/2019,0.004863,filing date 0,2019,227,-0.003789412690047067
918648,11115,2019-05-08,VAR,134.42,5/8/2019,-0.001618,filing date 0,2019,227,-0.009014846183889591
918711,11115,2019-08-07,VAR,112.44,8/7/2019,0.000886,filing date 0,2019,227,-0.02791789857062954
918788,11115,2019-11-25,VAR,133.49,11/25/2019,0.007535,filing date 0,2019,227,0.006436649455356047
919348,11060,2016-11-03,VFC,53.44,11/3/2016,-0.00443,filing date 0,2016,212,-0.007812786820311723
919427,11060,2017-03-01,VFC,52.83,3/1/2017,0.013418,filing date 0,2017,211,0.005955001731783094
919476,11060,2017-05-10,VFC,55.57,5/10/2017,0.001131,filing date 0,2017,211,-0.034378606037803405
919534,11060,2017-08-02,VFC,62.75,8/2/2017,0.000275,filing date 0,2017,211,0.005137122073809897
919599,11060,2017-11-02,VFC,69.91,11/2/2017,0.000223,filing date 0,2017,211,-0.02548751167721397
919678,11060,2018-02-28,VFC,74.57,2/28/2018,-0.011009,filing date 0,2018,210,-0.009362099254507483
919791,11060,2018-08-09,VFC,95.55,8/9/2018,-0.001413,filing date 0,2018,210,-0.0006958861876195099
919849,11060,2018-10-31,VFC,82.88,10/31/2018,0.010865,filing date 0,2018,210,0.027850484385885332
919912,11060,2019-02-04,VFC,85.06,2/4/2019,0.006805,filing date 0,2019,210,0.021391954606813313
919989,11060,2019-05-24,VFC,84.04,5/24/2019,0.001404,filing date 0,2019,210,-0.00441648694091501
920041,11060,2019-08-08,VFC,83.65,8/8/2019,0.018645,filing date 0,2019,210,-0.0015870231834325121
920100,11060,2019-10-31,VFC,82.29,10/31/2019,-0.002978,filing date 0,2019,210,0.037891017578424835
920164,11060,2020-02-04,VFC,83.95,2/4/2020,0.01499,filing date 0,2020,208,-0.02365914799057478
920242,11060,2020-05-27,VFC,62.18,5/27/2020,0.014587,filing date 0,2020,208,-0.05065178691462657
920290,11060,2020-08-04,VFC,59.48,8/4/2020,0.003774,filing date 0,2020,208,0.007324393367964532
920350,11060,2020-10-28,VFC,68.39,10/28/2020,-0.035199,filing date 0,2020,208,-0.02583375053000303
920415,11060,2021-02-02,VFC,80.27,2/2/2021,0.014093,filing date 0,2021,211,0.011249993411367898
920495,11060,2021-05-27,VFC,79.6,5/27/2021,0.001136,filing date 0,2021,211,-0.003046460383761107
920544,11060,2021-08-06,VFC,80.62,8/6/2021,0.001489,filing date 0,2021,211,0.00546205837243896
920606,11060,2021-11-03,VFC,74.39,11/3/2021,0.00677,filing date 0,2021,211,0.02245099143683693
924421,15247,2017-02-23,VLO,67.03,2/23/2017,0.000281,filing date 0,2017,214,0.029425759302205368
924472,15247,2017-05-08,VLO,66.11,5/8/2017,-0.000127,filing date 0,2017,214,0.017531902251589404
924535,15247,2017-08-07,VLO,68.0,8/7/2017,0.00171,filing date 0,2017,214,-0.018345852763357318
924600,15247,2017-11-07,VLO,81.83,11/7/2017,-9.7e-05,filing date 0,2017,214,0.002063944279829144
924676,15247,2018-02-28,VLO,90.42,2/28/2018,-0.011009,filing date 0,2018,214,-0.004648099502331471
924723,15247,2018-05-07,VLO,113.67,5/7/2018,0.00336,filing date 0,2018,214,-0.012245050624736908
924786,15247,2018-08-06,VLO,114.89,8/6/2018,0.003375,filing date 0,2018,214,-0.006568606907133123
924851,15247,2018-11-06,VLO,91.28,11/6/2018,0.006183,filing date 0,2018,214,-0.05507117603250611
924927,15247,2019-02-28,VLO,81.56,2/28/2019,-0.002608,filing date 0,2019,215,-0.022658891898621913
924974,15247,2019-05-07,VLO,84.36,5/7/2019,-0.016488,filing date 0,2019,215,-0.01339728810143681
925037,15247,2019-08-06,VLO,76.84,8/6/2019,0.012984,filing date 0,2019,215,0.014675263645686831
925103,15247,2019-11-07,VLO,101.4,11/7/2019,0.002741,filing date 0,2019,215,-0.003444660854416526
925177,15247,2020-02-26,VLO,71.72,2/26/2020,-0.003779,filing date 0,2020,208,-0.07604663015505353
925221,15247,2020-04-29,VLO,66.28,4/29/2020,0.026168,filing date 0,2020,208,0.10726077255580391
925286,15247,2020-07-31,VLO,56.23,7/31/2020,0.007786,filing date 0,2020,208,-0.1085661717100167
925348,15247,2020-10-28,VLO,36.19,10/28/2020,-0.035199,filing date 0,2020,208,0.06690651628796285
925427,15247,2021-02-23,VLO,75.81,2/23/2021,0.001201,filing date 0,2021,206,0.05379362383703967
925474,15247,2021-04-30,VLO,73.96,4/30/2021,-0.006947,filing date 0,2021,206,0.0800384147830927
925536,15247,2021-07-29,VLO,67.64,7/29/2021,0.004271,filing date 0,2021,206,0.020322387499079442
925599,15247,2021-10-27,VLO,78.67,10/27/2021,-0.004931,filing date 0,2021,206,-0.05607788360087462
925933,11228,2017-02-24,VMC,117.82,2/24/2017,0.001517,filing date 0,2017,212,0.055919340004262796
925985,11228,2017-05-10,VMC,130.63,5/10/2017,0.001131,filing date 0,2017,212,0.03430331569761802
926045,11228,2017-08-04,VMC,121.84,8/4/2017,0.001795,filing date 0,2017,212,-0.019517146938308416
926109,11228,2017-11-03,VMC,126.43,11/3/2017,0.003182,filing date 0,2017,212,-0.008909809386244638
926186,11228,2018-02-27,VMC,118.87,2/27/2018,-0.012787,filing date 0,2018,210,-0.0011312761707426011
926233,11228,2018-05-04,VMC,122.7,5/4/2018,0.01276,filing date 0,2018,210,0.014288919648513643
926294,11228,2018-08-01,VMC,113.42,8/1/2018,-0.001194,filing date 0,2018,210,0.012967922109556218
926358,11228,2018-10-31,VMC,101.14,10/31/2018,0.010865,filing date 0,2018,210,-0.0037512040624689824
926436,11228,2019-02-26,VMC,113.25,2/26/2019,-0.000798,filing date 0,2019,215,0.011616763280915432
926483,11228,2019-05-03,VMC,128.5,5/3/2019,0.009752,filing date 0,2019,215,0.007732140612943694
926542,11228,2019-07-29,VMC,136.05,7/29/2019,-0.001822,filing date 0,2019,215,0.02378399800546649
926614,11228,2019-11-07,VMC,137.41,11/7/2019,0.002741,filing date 0,2019,215,-0.01639665727701589
926688,11228,2020-02-26,VMC,121.02,2/26/2020,-0.003779,filing date 0,2020,215,0.02022262350629067
926737,11228,2020-05-06,VMC,100.31,5/6/2020,-0.006916,filing date 0,2020,215,-0.12298373441156285
926800,11228,2020-08-05,VMC,126.54,8/5/2020,0.006357,filing date 0,2020,215,0.045877502360882616
926866,11228,2020-11-06,VMC,134.69,11/6/2020,-0.000144,filing date 0,2020,215,0.012388231619218981
926940,11228,2021-02-25,VMC,168.28,2/25/2021,-0.024547,filing date 0,2021,213,-0.01578035341578654
926988,11228,2021-05-05,VMC,189.5,5/5/2021,0.000713,filing date 0,2021,213,0.0029678759102929053
927052,11228,2021-08-05,VMC,177.8,8/5/2021,0.006074,filing date 0,2021,213,0.03482938431128191
927117,11228,2021-11-05,VMC,196.06,11/5/2021,0.003663,filing date 0,2021,213,0.040303753819367905
927436,11220,2017-02-13,VNO,106.45,2/13/2017,0.005132,filing date 0,2017,208,0.019962934735475724
927489,11220,2017-05-01,VNO,96.28,5/1/2017,0.001749,filing date 0,2017,208,-0.015043718032603404
927552,11220,2017-07-31,VNO,79.35,7/31/2017,-0.000857,filing date 0,2017,208,0.002815826676839772
927616,11220,2017-10-30,VNO,72.38,10/30/2017,-0.003299,filing date 0,2017,208,0.01567634435325993
927687,11220,2018-02-12,VNO,67.6,2/12/2018,0.013931,filing date 0,2018,208,-0.050838062361187264
927740,11220,2018-04-30,VNO,68.03,4/30/2018,-0.008028,filing date 0,2018,208,0.037197405100240166
927803,11220,2018-07-30,VNO,70.06,7/30/2018,-0.005855,filing date 0,2018,208,0.016519597624695015
927867,11220,2018-10-29,VNO,68.23,10/29/2018,-0.006771,filing date 0,2018,208,-0.014302746913626763
927937,11220,2019-02-11,VNO,70.07,2/11/2019,0.000701,filing date 0,2019,207,-0.03737032195152212
927990,11220,2019-04-29,VNO,68.7,4/29/2019,0.001008,filing date 0,2019,207,-0.019239693002961133
928053,11220,2019-07-29,VNO,64.24,7/29/2019,-0.001822,filing date 0,2019,207,0.017891672803642678
928117,11220,2019-10-28,VNO,64.04,10/28/2019,0.005625,filing date 0,2019,207,0.016061741408660124
928193,11220,2020-02-18,VNO,67.78,2/18/2020,-0.00272,filing date 0,2020,211,-0.046880615544753645
928246,11220,2020-05-04,VNO,39.92,5/4/2020,0.004449,filing date 0,2020,211,-0.1209049185022989
928309,11220,2020-08-03,VNO,34.02,8/3/2020,0.006809,filing date 0,2020,211,0.01210665879545636
928373,11220,2020-11-02,VNO,32.5,11/2/2020,0.012163,filing date 0,2020,211,-0.037084756685564546
928444,11220,2021-02-16,VNO,37.4,2/16/2021,-0.000721,filing date 0,2021,209,-0.02213181130652453
928497,11220,2021-05-03,VNO,45.71,5/3/2021,0.002561,filing date 0,2021,209,0.01922084002748936
928560,11220,2021-08-02,VNO,43.3,8/2/2021,-0.001676,filing date 0,2021,209,-0.030593114402884924
928624,11220,2021-11-01,VNO,43.51,11/1/2021,0.002085,filing date 0,2021,209,0.006541446073135004
929262,180652,2017-02-21,VRSK,85.19,2/21/2017,0.00613,filing date 0,2017,209,-0.01801732828057956
929311,180652,2017-05-02,VRSK,82.18,5/2/2017,0.001156,filing date 0,2017,209,-0.04090316910202152
929374,180652,2017-08-01,VRSK,87.17,8/1/2017,0.002373,filing date 0,2017,209,-0.052438462731140834
929438,180652,2017-10-31,VRSK,85.05,10/31/2017,0.001029,filing date 0,2017,209,0.0686890413488761
929513,180652,2018-02-20,VRSK,97.04,2/20/2018,-0.006433,filing date 0,2018,209,0.023008674384597638
929562,180652,2018-05-01,VRSK,106.69,5/1/2018,0.002448,filing date 0,2018,209,-0.0439586918774062
929625,180652,2018-07-31,VRSK,110.62,7/31/2018,0.004772,filing date 0,2018,209,0.03206959125270026
929689,180652,2018-10-30,VRSK,116.91,10/30/2018,0.015675,filing date 0,2018,209,-0.021852687255956793
929763,180652,2019-02-19,VRSK,124.43,2/19/2019,0.001681,filing date 0,2019,209,-0.008714168400362654
929812,180652,2019-04-30,VRSK,141.14,4/30/2019,0.000859,filing date 0,2019,209,0.019383631092072084
929875,180652,2019-07-30,VRSK,152.04,7/30/2019,-0.002603,filing date 0,2019,209,0.03387874896471099
929940,180652,2019-10-30,VRSK,147.92,10/30/2019,0.003278,filing date 0,2019,209,-0.0790007452306748
930014,180652,2020-02-18,VRSK,171.56,2/18/2020,-0.00272,filing date 0,2020,213,-0.003068701751837155
930068,180652,2020-05-05,VRSK,157.49,5/5/2020,0.009042,filing date 0,2020,213,0.0021705530612341484
930131,180652,2020-08-04,VRSK,187.72,8/4/2020,0.003774,filing date 0,2020,213,0.005211261904809472
930196,180652,2020-11-04,VRSK,196.39,11/4/2020,0.022216,filing date 0,2020,213,-0.009679755220391106
930270,180652,2021-02-23,VRSK,185.36,2/23/2021,0.001201,filing date 0,2021,210,-0.10319527286190866
930319,180652,2021-05-04,VRSK,188.52,5/4/2021,-0.006907,filing date 0,2021,210,-0.06095378404155116
930382,180652,2021-08-03,VRSK,188.49,8/3/2021,0.008246,filing date 0,2021,210,-0.021102364087638437
930446,180652,2021-11-02,VRSK,209.31,11/2/2021,0.003557,filing date 0,2021,210,0.008758634032563162
930772,66368,2017-02-17,VRSN,82.3,2/17/2017,0.001984,filing date 0,2017,206,-0.001437794753254673
930819,66368,2017-04-27,VRSN,88.53,4/27/2017,0.000614,filing date 0,2017,206,0.02075978928569988
930882,66368,2017-07-27,VRSN,101.95,7/27/2017,-0.000979,filing date 0,2017,206,-0.02314077880014964
930946,66368,2017-10-26,VRSN,109.2,10/26/2017,0.001247,filing date 0,2017,206,-0.009468724461344058
931023,66368,2018-02-16,VRSN,120.55,2/16/2018,0.000346,filing date 0,2018,206,-0.001739040039127393
931070,66368,2018-04-26,VRSN,120.9,4/26/2018,0.010462,filing date 0,2018,206,-0.011597000237780541
931133,66368,2018-07-26,VRSN,151.95,7/26/2018,-0.003051,filing date 0,2018,206,-0.02879206412155777
931197,66368,2018-10-25,VRSN,135.84,10/25/2018,0.018863,filing date 0,2018,206,0.025663598657229114
931273,66368,2019-02-15,VRSN,175.4,2/15/2019,0.010769,filing date 0,2019,205,-0.005465121948803553
931320,66368,2019-04-25,VRSN,189.18,4/25/2019,-0.000425,filing date 0,2019,205,0.03654997155851425
931383,66368,2019-07-25,VRSN,215.85,7/25/2019,-0.005346,filing date 0,2019,205,-0.011059775284324891
931447,66368,2019-10-24,VRSN,185.73,10/24/2019,0.001984,filing date 0,2019,205,0.026002487956823694
931524,66368,2020-02-14,VRSN,209.57,2/14/2020,0.001773,filing date 0,2020,204,-0.0033211686121706885
931571,66368,2020-04-23,VRSN,213.0,4/23/2020,-0.000469,filing date 0,2020,204,-0.04368715964514913
931634,66368,2020-07-23,VRSN,205.48,7/23/2020,-0.012492,filing date 0,2020,204,0.020657569239342588
931698,66368,2020-10-22,VRSN,207.86,10/22/2020,0.005169,filing date 0,2020,204,-0.01892643348933043
931779,66368,2021-02-19,VRSN,197.95,2/19/2021,-0.00198,filing date 0,2021,207,-0.030150385489289167
931822,66368,2021-04-22,VRSN,212.37,4/22/2021,-0.009314,filing date 0,2021,207,0.03935274007778844
931885,66368,2021-07-22,VRSN,233.53,7/22/2021,0.001999,filing date 0,2021,207,-0.0571867158450895
931954,66368,2021-10-28,VRSN,210.71,10/28/2021,0.009912,filing date 0,2021,207,0.04798223277863212
932286,24344,2017-02-23,VRTX,85.73,2/23/2017,0.000281,filing date 0,2017,208,0.05633654095727203
932331,24344,2017-04-28,VRTX,118.3,4/28/2017,-0.001764,filing date 0,2017,208,0.014109450088041098
932394,24344,2017-07-28,VRTX,154.15,7/28/2017,-0.001454,filing date 0,2017,208,0.008374562702623267
932459,24344,2017-10-30,VRTX,149.53,10/30/2017,-0.003299,filing date 0,2017,208,-0.03425369780671694
932533,24344,2018-02-15,VRTX,160.94,2/15/2018,0.011977,filing date 0,2018,206,0.0037212310255712033
932582,24344,2018-04-27,VRTX,156.05,4/27/2018,0.001139,filing date 0,2018,206,-0.04702025521659725
932644,24344,2018-07-26,VRTX,175.87,7/26/2018,-0.003051,filing date 0,2018,206,0.0006743443672143634
932708,24344,2018-10-25,VRTX,165.61,10/25/2018,0.018863,filing date 0,2018,206,0.04169731708403113
932782,24344,2019-02-13,VRTX,185.25,2/13/2019,0.003042,filing date 0,2019,210,0.002629429207763989
932835,24344,2019-05-01,VRTX,172.6,5/1/2019,-0.007588,filing date 0,2019,210,0.038511565620743204
932899,24344,2019-08-01,VRTX,179.29,8/1/2019,-0.008965,filing date 0,2019,210,0.0951696547955091
932963,24344,2019-10-31,VRTX,195.48,10/31/2019,-0.002978,filing date 0,2019,210,-0.019853593252560087
933034,24344,2020-02-13,VRTX,240.09,2/13/2020,-0.001639,filing date 0,2020,210,0.02098079036947631
933088,24344,2020-05-01,VRTX,254.9,5/1/2020,-0.028094,filing date 0,2020,210,0.09683519106778593
933151,24344,2020-07-31,VRTX,272.0,7/31/2020,0.007786,filing date 0,2020,210,-0.04703479173103242
933215,24344,2020-10-30,VRTX,208.36,10/30/2020,-0.012335,filing date 0,2020,210,-0.0010281194593417808
933285,24344,2021-02-11,VRTX,210.495,2/11/2021,0.001553,filing date 0,2021,211,0.005576477841902516
933339,24344,2021-04-30,VRTX,218.2,4/30/2021,-0.006947,filing date 0,2021,211,0.02006281452544567
933402,24344,2021-07-30,VRTX,201.58,7/30/2021,-0.005707,filing date 0,2021,211,-0.000202580918096551
933469,24344,2021-11-03,VRTX,189.07,11/3/2021,0.00677,filing date 0,2021,211,0.04455097569506661
933791,110179,2017-02-14,VTR,61.64,2/14/2017,0.004022,filing date 0,2017,207,-0.02021599390170703
933842,110179,2017-04-28,VTR,64.01,4/28/2017,-0.001764,filing date 0,2017,207,-0.020514699848848128
933905,110179,2017-07-28,VTR,67.12,7/28/2017,-0.001454,filing date 0,2017,207,-0.020952866957973604
933969,110179,2017-10-27,VTR,62.5,10/27/2017,0.008372,filing date 0,2017,207,0.024552926074482784
934040,110179,2018-02-09,VTR,51.59,2/9/2018,0.014634,filing date 0,2018,207,-0.07112884752682591
934093,110179,2018-04-27,VTR,51.59,4/27/2018,0.001139,filing date 0,2018,207,0.11501525040374716
934156,110179,2018-07-27,VTR,55.1,7/27/2018,-0.006497,filing date 0,2018,207,-0.00011177098416192965
934220,110179,2018-10-26,VTR,56.79,10/26/2018,-0.017531,filing date 0,2018,207,0.018154081457371074
934290,110179,2019-02-08,VTR,64.27,2/8/2019,0.000582,filing date 0,2019,206,-0.02090403457521517
934344,110179,2019-04-29,VTR,59.9,4/29/2019,0.001008,filing date 0,2019,206,0.023835461437248018
934406,110179,2019-07-26,VTR,67.03,7/26/2019,0.007455,filing date 0,2019,206,0.005017677963586875
934470,110179,2019-10-25,VTR,66.0,10/25/2019,0.003935,filing date 0,2019,206,-0.11636504361822742
934551,110179,2020-02-24,VTR,63.05,2/24/2020,-0.03348,filing date 0,2020,215,-0.019332270275181473
934604,110179,2020-05-08,VTR,30.1,5/8/2020,0.016904,filing date 0,2020,215,0.010321598347034833
934667,110179,2020-08-07,VTR,41.52,8/7/2020,0.00064,filing date 0,2020,215,0.030925998218546136
934731,110179,2020-11-06,VTR,39.64,11/6/2020,-0.000144,filing date 0,2020,215,0.15982671412930483
934803,110179,2021-02-23,VTR,54.62,2/23/2021,0.001201,filing date 0,2021,213,-0.006599006788149175
934855,110179,2021-05-07,VTR,54.77,5/7/2021,0.007251,filing date 0,2021,213,-0.000480121309506254
934918,110179,2021-08-06,VTR,58.3,8/6/2021,0.001489,filing date 0,2021,213,-0.055279762883438166
934982,110179,2021-11-05,VTR,53.98,11/5/2021,0.003663,filing date 0,2021,213,0.04495442279723838
936114,7637,2020-05-07,VTRS,17.32,5/7/2020,0.011688,filing date 0,2020,217,0.0
936117,7637,2020-05-12,VTRS,16.23,5/12/2020,-0.020587,filing date 0,2020,217,-0.08325286923091224
936181,7637,2020-08-12,VTRS,16.18,8/12/2020,0.013963,filing date 0,2020,217,-0.03827074304306932
936244,7637,2020-11-10,VTRS,15.64,11/10/2020,-0.001589,filing date 0,2020,217,0.018469743876939893
936318,7637,2021-03-01,VTRS,14.72,3/1/2021,0.023823,filing date 0,2021,214,-0.0734801669044759
936367,7637,2021-05-10,VTRS,15.04,5/10/2021,-0.010706,filing date 0,2021,214,0.1601863512130478
936430,7637,2021-08-09,VTRS,15.1,8/9/2021,-0.000632,filing date 0,2021,214,0.043525875114579504
936494,7637,2021-11-08,VTRS,14.68,11/8/2021,0.000471,filing date 0,2021,214,0.06414296404779996
936817,2136,2017-02-21,VZ,49.43,2/21/2017,0.00613,filing date 0,2017,206,0.021836669259307717
936863,2136,2017-04-27,VZ,46.67,4/27/2017,0.000614,filing date 0,2017,206,-0.03236914657834977
936931,2136,2017-08-03,VZ,48.61,8/3/2017,-0.002195,filing date 0,2017,206,0.009203392499673058
936990,2136,2017-10-26,VZ,48.89,10/26/2017,0.001247,filing date 0,2017,206,-0.023164745800946074
937071,2136,2018-02-23,VZ,48.29,2/23/2018,0.015895,filing date 0,2018,209,-0.005982918347188226
937117,2136,2018-05-01,VZ,48.82,5/1/2018,0.002448,filing date 0,2018,209,-0.02904247004953886
937180,2136,2018-07-31,VZ,51.64,7/31/2018,0.004772,filing date 0,2018,209,-0.017542995650118742
937244,2136,2018-10-30,VZ,58.18,10/30/2018,0.015675,filing date 0,2018,209,-0.02845533041021353
937317,2136,2019-02-15,VZ,55.16,2/15/2019,0.010769,filing date 0,2019,209,0.02868981916206037
937365,2136,2019-04-26,VZ,56.58,4/26/2019,0.004724,filing date 0,2019,209,0.013033815342248789
937437,2136,2019-08-08,VZ,55.82,8/8/2019,0.018645,filing date 0,2019,209,0.008800503921752467
937495,2136,2019-10-30,VZ,60.82,10/30/2019,0.003278,filing date 0,2019,209,-0.018902907789269507
937572,2136,2020-02-21,VZ,58.2,2/21/2020,-0.010626,filing date 0,2020,207,0.05986437035538683
937617,2136,2020-04-27,VZ,57.81,4/27/2020,0.014411,filing date 0,2020,207,-0.034425669744029275
